date,client,library,frequency
2017-11-15,mobile,YUI 2,6128
2017-11-15,mobile,YUI 3,1978
2017-11-15,mobile,Zepto.js,3497
2017-11-15,mobile,Zurb,7565
2017-11-15,mobile,base2,105
2017-11-15,mobile,boomerang.js,952
2017-11-15,mobile,gRapha&euml;l,5
2017-11-15,mobile,jQuery,363831
2017-11-15,mobile,jQuery Mobile,14388
2017-11-15,mobile,jQuery Tools,9586
2017-11-15,mobile,jQuery UI,91111
2017-11-15,mobile,three.js,276
2017-11-15,mobile,yepnope,45841
2017-12-01,desktop,,1
2017-12-01,desktop,AmplifyJS,225
2017-12-01,desktop,Angular,527
2017-12-01,desktop,AngularJS,9318
2017-12-01,desktop,Backbone,7719
2017-12-01,desktop,Blackbird,245
2017-12-01,desktop,Bootstrap,63942
2017-12-01,desktop,Brewser,2
2017-12-01,desktop,CamanJS,25
2017-12-01,desktop,Can,82
2017-12-01,desktop,Closure Library,196
2017-12-01,desktop,ControlJS,15
2017-12-01,desktop,CreateJS,1702
2017-12-01,desktop,D3,1242
2017-12-01,desktop,DC.js,2
2017-12-01,desktop,Dojo,1235
2017-12-01,desktop,Ember.js,292
2017-12-01,desktop,Ext JS,407
2017-12-01,desktop,Fabric.js,122
2017-12-01,desktop,FastClick,5931
2017-12-01,desktop,FlexSlider,34408
2017-12-01,desktop,FlotCharts,813
2017-12-01,desktop,FuseJS,25
2017-12-01,desktop,GWT,571
2017-12-01,desktop,Glow,12
2017-12-01,desktop,Google Maps,15152
2017-12-01,desktop,Greensock JS,10387
2017-12-01,desktop,Hammer.js,5651
2017-12-01,desktop,Handlebars,6024
2017-12-01,desktop,Head JS,1684
2017-12-01,desktop,Highcharts,1972
2017-12-01,desktop,IfVisible.js,171
2017-12-01,desktop,InfoVis,11
2017-12-01,desktop,Ink,18
2017-12-01,desktop,Isotope,14501
2017-12-01,desktop,Kendo UI,474
2017-12-01,desktop,Knockout,2335
2017-12-01,desktop,LABjs,1108
2017-12-01,desktop,Leaflet,1297
2017-12-01,desktop,Lo-Dash,10516
2017-12-01,desktop,Mapbox,166
2017-12-01,desktop,Marionette,567
2017-12-01,desktop,Material Design Lite,361
2017-12-01,desktop,Matter.js,5
2017-12-01,desktop,MochiKit,1
2017-12-01,desktop,Modernizr,66435
2017-12-01,desktop,Moment Timezone,2230
2017-12-01,desktop,Moment.js,15495
2017-12-01,desktop,MooTools,7382
2017-12-01,desktop,Mustache,4174
2017-12-01,desktop,Paper.js,31
2017-12-01,desktop,Pixi.js,103
2017-12-01,desktop,Polymer,158
2017-12-01,desktop,Popcorn.js,32
2017-12-01,desktop,Prototype,7864
2017-12-01,desktop,Pusher,781
2017-12-01,desktop,Qooxdoo,13
2017-12-01,desktop,React,1927
2017-12-01,desktop,RequireJS,7428
2017-12-01,desktop,Rico,7
2017-12-01,desktop,RightJS,4
2017-12-01,desktop,Riot,107
2017-12-01,desktop,SPF,25
2017-12-01,desktop,SWFObject,16715
2017-12-01,desktop,Sammy,2
2017-12-01,desktop,Scriptaculous,1487
2017-12-01,desktop,ScrollMagic,1440
2017-12-01,desktop,Sea.js,474
2017-12-01,desktop,Socket.IO,1683
2017-12-01,desktop,Spine,34
2017-12-01,desktop,SproutCore,87
2017-12-01,desktop,Spry,17
2017-12-01,desktop,Swiffy,154
2017-12-01,desktop,Tween.js,244
2017-12-01,desktop,Underscore,18795
2017-12-01,desktop,Vaadin,7
2017-12-01,desktop,Velocity.js,1378
2017-12-01,desktop,Visibility.js,172
2017-12-01,desktop,Vue,1453
2017-12-01,desktop,WebFont Loader,11129
2017-12-01,desktop,YUI 2,7459
2017-12-01,desktop,YUI 3,2049
2017-12-01,desktop,Zepto.js,1314
2017-12-01,desktop,Zurb,7346
2017-12-01,desktop,base2,158
2017-12-01,desktop,boomerang.js,1016
2017-12-01,desktop,gRapha&euml;l,5
2017-12-01,desktop,jQuery,360436
2017-12-01,desktop,jQuery Mobile,9274
2017-12-01,desktop,jQuery Tools,10847
2017-12-01,desktop,jQuery UI,94519
2017-12-01,desktop,three.js,331
2017-12-01,desktop,yepnope,45699
2017-12-01,mobile,,1
2017-12-01,mobile,AmplifyJS,261
2017-12-01,mobile,Angular,570
2017-12-01,mobile,AngularJS,9649
2017-12-01,mobile,Backbone,7591
2017-12-01,mobile,Blackbird,255
2017-12-01,mobile,Bootstrap,64557
2017-12-01,mobile,Brewser,2
2017-12-01,mobile,CamanJS,23
2017-12-01,mobile,Can,120
2017-12-01,mobile,Closure Library,185
2017-12-01,mobile,ControlJS,12
2017-12-01,mobile,CreateJS,1682
2017-12-01,mobile,D3,1217
2017-12-01,mobile,DC.js,1
2017-12-01,mobile,Dojo,1160
2017-12-01,mobile,Ember.js,277
2017-12-01,mobile,Ext JS,392
2017-12-01,mobile,Fabric.js,130
2017-12-01,mobile,FastClick,9252
2017-12-01,mobile,FlexSlider,34504
2017-12-01,mobile,FlotCharts,775
2017-12-01,mobile,FuseJS,25
2017-12-01,mobile,GWT,568
2017-12-01,mobile,Glow,13
2017-12-01,mobile,Google Maps,15274
2017-12-01,mobile,Greensock JS,10029
2017-12-01,mobile,Hammer.js,6778
2017-12-01,mobile,Handlebars,5834
2017-12-01,mobile,Head JS,1627
2017-12-01,mobile,Highcharts,1728
2017-12-01,mobile,IfVisible.js,186
2017-12-01,mobile,InfoVis,9
2017-12-01,mobile,Ink,19
2017-12-01,mobile,Isotope,14553
2017-12-01,mobile,Kendo UI,476
2017-12-01,mobile,Knockout,2225
2017-12-01,mobile,LABjs,964
2017-12-01,mobile,Leaflet,1139
2017-12-01,mobile,Lo-Dash,10537
2017-12-01,mobile,Mapbox,151
2017-12-01,mobile,Marionette,527
2017-12-01,mobile,Material Design Lite,409
2017-12-01,mobile,Matter.js,4
2017-12-01,mobile,MochiKit,1
2017-12-01,mobile,Modernizr,66487
2017-12-01,mobile,Moment Timezone,2185
2017-12-01,mobile,Moment.js,15180
2017-12-01,mobile,MooTools,7056
2017-12-01,mobile,Mustache,4037
2017-12-01,mobile,Paper.js,36
2017-12-01,mobile,Pixi.js,89
2017-12-01,mobile,Polymer,143
2017-12-01,mobile,Popcorn.js,28
2017-12-01,mobile,Prototype,7547
2017-12-01,mobile,Pusher,716
2017-12-01,mobile,Qooxdoo,11
2017-12-01,mobile,React,1996
2017-12-01,mobile,RequireJS,7459
2017-12-01,mobile,Rico,5
2017-12-01,mobile,RightJS,6
2017-12-01,mobile,Riot,98
2017-12-01,mobile,SPF,11
2017-12-01,mobile,SWFObject,13780
2017-12-01,mobile,Sammy,2
2017-12-01,mobile,Scriptaculous,1235
2017-12-01,mobile,ScrollMagic,1426
2017-12-01,mobile,Sea.js,415
2017-12-01,mobile,Socket.IO,1593
2017-12-01,mobile,Spine,32
2017-12-01,mobile,SproutCore,82
2017-12-01,mobile,Spry,19
2017-12-01,mobile,Swiffy,120
2017-12-01,mobile,Tween.js,230
2017-12-01,mobile,Underscore,18817
2017-12-01,mobile,Vaadin,7
2017-12-01,mobile,Velocity.js,1351
2017-12-01,mobile,Visibility.js,168
2017-12-01,mobile,Vue,1549
2017-12-01,mobile,WebFont Loader,10481
2017-12-01,mobile,YUI 2,6255
2017-12-01,mobile,YUI 3,1984
2017-12-01,mobile,Zepto.js,3495
2017-12-01,mobile,Zurb,7545
2017-12-01,mobile,base2,104
2017-12-01,mobile,boomerang.js,937
2017-12-01,mobile,gRapha&euml;l,5
2017-12-01,mobile,jQuery,361033
2017-12-01,mobile,jQuery Mobile,14338
2017-12-01,mobile,jQuery Tools,9464
2017-12-01,mobile,jQuery UI,90705
2017-12-01,mobile,three.js,298
2017-12-01,mobile,yepnope,45553
2017-12-15,desktop,,1
2017-12-15,desktop,AmplifyJS,220
2017-12-15,desktop,Angular,545
2017-12-15,desktop,AngularJS,9327
2017-12-15,desktop,Backbone,7794
2017-12-15,desktop,Blackbird,248
2017-12-15,desktop,Bootstrap,64598
2017-12-15,desktop,Brewser,2
2017-12-15,desktop,CamanJS,26
2017-12-15,desktop,Can,80
2017-12-15,desktop,Closure Library,197
2017-12-15,desktop,ControlJS,15
2017-12-15,desktop,CreateJS,1712
2017-12-15,desktop,D3,1240
2017-12-15,desktop,DC.js,3
2017-12-15,desktop,Dojo,1242
2017-12-15,desktop,Ember.js,294
2017-12-15,desktop,Ext JS,403
2017-12-15,desktop,Fabric.js,124
2017-12-15,desktop,FastClick,5911
2017-12-15,desktop,FlexSlider,34503
2017-12-15,desktop,FlotCharts,821
2017-12-15,desktop,FuseJS,25
2017-12-15,desktop,GWT,564
2017-12-15,desktop,Glow,12
2017-12-15,desktop,Google Maps,15233
2017-12-15,desktop,Greensock JS,10427
2017-12-15,desktop,Hammer.js,5749
2017-12-15,desktop,Handlebars,6002
2017-12-15,desktop,Head JS,1678
2017-12-15,desktop,Highcharts,1984
2017-12-15,desktop,IfVisible.js,173
2017-12-15,desktop,InfoVis,11
2017-12-15,desktop,Ink,18
2017-12-15,desktop,Isotope,14641
2017-12-15,desktop,Kendo UI,481
2017-12-15,desktop,Knockout,2315
2017-12-15,desktop,LABjs,1105
2017-12-15,desktop,Leaflet,1319
2017-12-15,desktop,Lo-Dash,10742
2017-12-15,desktop,Mapbox,169
2017-12-15,desktop,Marionette,569
2017-12-15,desktop,Material Design Lite,364
2017-12-15,desktop,Matter.js,5
2017-12-15,desktop,MochiKit,1
2017-12-15,desktop,Modernizr,66569
2017-12-15,desktop,Moment Timezone,2238
2017-12-15,desktop,Moment.js,15617
2017-12-15,desktop,MooTools,7344
2017-12-15,desktop,Mustache,4229
2017-12-15,desktop,Paper.js,32
2017-12-15,desktop,Pixi.js,107
2017-12-15,desktop,Polymer,190
2017-12-15,desktop,Popcorn.js,31
2017-12-15,desktop,Prototype,7846
2017-12-15,desktop,Pusher,776
2017-12-15,desktop,Qooxdoo,13
2017-12-15,desktop,React,1929
2017-12-15,desktop,RequireJS,7489
2017-12-15,desktop,Rico,7
2017-12-15,desktop,RightJS,4
2017-12-15,desktop,Riot,110
2017-12-15,desktop,SPF,53
2017-12-15,desktop,SWFObject,16640
2017-12-15,desktop,Sammy,2
2017-12-15,desktop,Scriptaculous,1463
2017-12-15,desktop,ScrollMagic,1452
2017-12-15,desktop,Sea.js,459
2017-12-15,desktop,Socket.IO,1702
2017-12-15,desktop,Spine,35
2017-12-15,desktop,SproutCore,88
2017-12-15,desktop,Spry,17
2017-12-15,desktop,Swiffy,149
2017-12-15,desktop,Tween.js,247
2017-12-15,desktop,Two,2
2017-12-15,desktop,Underscore,18913
2017-12-15,desktop,Vaadin,7
2017-12-15,desktop,Velocity.js,1387
2017-12-15,desktop,Visibility.js,174
2017-12-15,desktop,Vue,1477
2017-12-15,desktop,WebFont Loader,11268
2017-12-15,desktop,YUI 2,7615
2017-12-15,desktop,YUI 3,2040
2017-12-15,desktop,Zepto.js,1358
2017-12-15,desktop,Zurb,7379
2017-12-15,desktop,base2,159
2017-12-15,desktop,boomerang.js,1039
2017-12-15,desktop,gRapha&euml;l,5
2017-12-15,desktop,jQuery,362404
2017-12-15,desktop,jQuery Mobile,9341
2017-12-15,desktop,jQuery Tools,10703
2017-12-15,desktop,jQuery UI,94812
2017-12-15,desktop,three.js,356
2017-12-15,desktop,yepnope,45700
2017-12-15,mobile,,1
2017-12-15,mobile,AmplifyJS,255
2017-12-15,mobile,Angular,586
2017-12-15,mobile,AngularJS,9680
2017-12-15,mobile,Backbone,7658
2017-12-15,mobile,Blackbird,258
2017-12-15,mobile,Bootstrap,65115
2017-12-15,mobile,Brewser,2
2017-12-15,mobile,CamanJS,25
2017-12-15,mobile,Can,120
2017-12-15,mobile,Closure Library,181
2017-12-15,mobile,ControlJS,12
2017-12-15,mobile,CreateJS,1709
2017-12-15,mobile,D3,1209
2017-12-15,mobile,DC.js,2
2017-12-15,mobile,Dojo,1161
2017-12-15,mobile,Ember.js,279
2017-12-15,mobile,Ext JS,388
2017-12-15,mobile,Fabric.js,129
2017-12-15,mobile,FastClick,9178
2017-12-15,mobile,FlexSlider,34591
2017-12-15,mobile,FlotCharts,783
2017-12-15,mobile,FuseJS,26
2017-12-15,mobile,GWT,574
2017-12-15,mobile,Glow,13
2017-12-15,mobile,Google Maps,15341
2017-12-15,mobile,Greensock JS,10084
2017-12-15,mobile,Hammer.js,6839
2017-12-15,mobile,Handlebars,5828
2017-12-15,mobile,Head JS,1635
2017-12-15,mobile,Highcharts,1736
2017-12-15,mobile,IfVisible.js,186
2017-12-15,mobile,InfoVis,9
2017-12-15,mobile,Ink,19
2017-12-15,mobile,Isotope,14633
2017-12-15,mobile,Kendo UI,476
2017-12-15,mobile,Knockout,2214
2017-12-15,mobile,LABjs,981
2017-12-15,mobile,Leaflet,1156
2017-12-15,mobile,Lo-Dash,10800
2017-12-15,mobile,Mapbox,152
2017-12-15,mobile,Marionette,535
2017-12-15,mobile,Material Design Lite,427
2017-12-15,mobile,Matter.js,4
2017-12-15,mobile,MochiKit,1
2017-12-15,mobile,Modernizr,66423
2017-12-15,mobile,Moment Timezone,2197
2017-12-15,mobile,Moment.js,15284
2017-12-15,mobile,MooTools,7034
2017-12-15,mobile,Mustache,4085
2017-12-15,mobile,Paper.js,36
2017-12-15,mobile,Pixi.js,92
2017-12-15,mobile,Polymer,151
2017-12-15,mobile,Popcorn.js,29
2017-12-15,mobile,Prototype,7550
2017-12-15,mobile,Pusher,712
2017-12-15,mobile,Qooxdoo,11
2017-12-15,mobile,React,1990
2017-12-15,mobile,RequireJS,7468
2017-12-15,mobile,Rico,5
2017-12-15,mobile,RightJS,6
2017-12-15,mobile,Riot,99
2017-12-15,mobile,SPF,10
2017-12-15,mobile,SWFObject,13707
2017-12-15,mobile,Sammy,2
2017-12-15,mobile,Scriptaculous,1223
2017-12-15,mobile,ScrollMagic,1437
2017-12-15,mobile,Sea.js,422
2017-12-15,mobile,Socket.IO,1614
2017-12-15,mobile,Spine,33
2017-12-15,mobile,SproutCore,83
2017-12-15,mobile,Spry,20
2017-12-15,mobile,Swiffy,117
2017-12-15,mobile,Tween.js,236
2017-12-15,mobile,Two,2
2017-12-15,mobile,Underscore,18914
2017-12-15,mobile,Vaadin,7
2017-12-15,mobile,Velocity.js,1351
2017-12-15,mobile,Visibility.js,171
2017-12-15,mobile,Vue,1587
2017-12-15,mobile,WebFont Loader,10545
2017-12-15,mobile,YUI 2,6354
2017-12-15,mobile,YUI 3,1972
2017-12-15,mobile,Zepto.js,3496
2017-12-15,mobile,Zurb,7598
2017-12-15,mobile,base2,101
2017-12-15,mobile,boomerang.js,963
2017-12-15,mobile,gRapha&euml;l,5
2017-12-15,mobile,jQuery,362718
2017-12-15,mobile,jQuery Mobile,14413
2017-12-15,mobile,jQuery Tools,9321
2017-12-15,mobile,jQuery UI,91099
2017-12-15,mobile,three.js,323
2017-12-15,mobile,yepnope,45439
2018-01-01,desktop,,1
2018-01-01,desktop,AmplifyJS,222
2018-01-01,desktop,Angular,555
2018-01-01,desktop,AngularJS,9309
2018-01-01,desktop,Backbone,7749
2018-01-01,desktop,Blackbird,249
2018-01-01,desktop,Bootstrap,64826
2018-01-01,desktop,Brewser,2
2018-01-01,desktop,CamanJS,26
2018-01-01,desktop,Can,79
2018-01-01,desktop,Closure Library,198
2018-01-01,desktop,ControlJS,15
2018-01-01,desktop,CreateJS,1720
2018-01-01,desktop,D3,1225
2018-01-01,desktop,DC.js,2
2018-01-01,desktop,Dojo,1251
2018-01-01,desktop,Ember.js,299
2018-01-01,desktop,Ext JS,399
2018-01-01,desktop,Fabric.js,127
2018-01-01,desktop,FastClick,5890
2018-01-01,desktop,FlexSlider,34355
2018-01-01,desktop,FlotCharts,825
2018-01-01,desktop,FuseJS,26
2018-01-01,desktop,GWT,546
2018-01-01,desktop,Glow,12
2018-01-01,desktop,Google Maps,15225
2018-01-01,desktop,Greensock JS,10391
2018-01-01,desktop,Hammer.js,5798
2018-01-01,desktop,Handlebars,5943
2018-01-01,desktop,Head JS,1697
2018-01-01,desktop,Highcharts,1978
2018-01-01,desktop,IfVisible.js,171
2018-01-01,desktop,InfoVis,11
2018-01-01,desktop,Ink,18
2018-01-01,desktop,Isotope,14703
2018-01-01,desktop,Kendo UI,478
2018-01-01,desktop,Knockout,2317
2018-01-01,desktop,LABjs,1101
2018-01-01,desktop,Leaflet,1328
2018-01-01,desktop,Lo-Dash,10800
2018-01-01,desktop,Mapbox,167
2018-01-01,desktop,Marionette,563
2018-01-01,desktop,Material Design Lite,362
2018-01-01,desktop,Matter.js,4
2018-01-01,desktop,MochiKit,1
2018-01-01,desktop,Modernizr,66458
2018-01-01,desktop,Moment Timezone,2241
2018-01-01,desktop,Moment.js,15661
2018-01-01,desktop,MooTools,7284
2018-01-01,desktop,Mustache,4281
2018-01-01,desktop,Paper.js,32
2018-01-01,desktop,Pixi.js,107
2018-01-01,desktop,Polymer,181
2018-01-01,desktop,Popcorn.js,33
2018-01-01,desktop,Prototype,7815
2018-01-01,desktop,Pusher,777
2018-01-01,desktop,Qooxdoo,14
2018-01-01,desktop,React,1916
2018-01-01,desktop,RequireJS,7538
2018-01-01,desktop,Rico,7
2018-01-01,desktop,RightJS,4
2018-01-01,desktop,Riot,118
2018-01-01,desktop,SPF,38
2018-01-01,desktop,SWFObject,16569
2018-01-01,desktop,Sammy,2
2018-01-01,desktop,Scriptaculous,1455
2018-01-01,desktop,ScrollMagic,1470
2018-01-01,desktop,Sea.js,433
2018-01-01,desktop,Socket.IO,1720
2018-01-01,desktop,Spine,34
2018-01-01,desktop,SproutCore,86
2018-01-01,desktop,Spry,17
2018-01-01,desktop,Swiffy,145
2018-01-01,desktop,Tween.js,253
2018-01-01,desktop,Two,2
2018-01-01,desktop,Underscore,18854
2018-01-01,desktop,Vaadin,6
2018-01-01,desktop,Velocity.js,1395
2018-01-01,desktop,Visibility.js,173
2018-01-01,desktop,Vue,1506
2018-01-01,desktop,WebFont Loader,11276
2018-01-01,desktop,YUI 2,7621
2018-01-01,desktop,YUI 3,2041
2018-01-01,desktop,Zepto.js,1364
2018-01-01,desktop,Zurb,7399
2018-01-01,desktop,base2,158
2018-01-01,desktop,boomerang.js,1059
2018-01-01,desktop,gRapha&euml;l,5
2018-01-01,desktop,jQuery,361874
2018-01-01,desktop,jQuery Mobile,9395
2018-01-01,desktop,jQuery Tools,10638
2018-01-01,desktop,jQuery UI,94713
2018-01-01,desktop,three.js,348
2018-01-01,desktop,yepnope,45525
2018-01-01,mobile,,1
2018-01-01,mobile,AmplifyJS,258
2018-01-01,mobile,Angular,612
2018-01-01,mobile,AngularJS,9675
2018-01-01,mobile,Backbone,7640
2018-01-01,mobile,Blackbird,258
2018-01-01,mobile,Bootstrap,65367
2018-01-01,mobile,Brewser,2
2018-01-01,mobile,CamanJS,24
2018-01-01,mobile,Can,118
2018-01-01,mobile,Closure Library,184
2018-01-01,mobile,ControlJS,13
2018-01-01,mobile,CreateJS,1743
2018-01-01,mobile,D3,1207
2018-01-01,mobile,DC.js,2
2018-01-01,mobile,Dojo,1143
2018-01-01,mobile,Ember.js,282
2018-01-01,mobile,Ext JS,381
2018-01-01,mobile,Fabric.js,134
2018-01-01,mobile,FastClick,9160
2018-01-01,mobile,FlexSlider,34456
2018-01-01,mobile,FlotCharts,777
2018-01-01,mobile,FuseJS,27
2018-01-01,mobile,GWT,547
2018-01-01,mobile,Glow,13
2018-01-01,mobile,Google Maps,15362
2018-01-01,mobile,Greensock JS,10033
2018-01-01,mobile,Hammer.js,6903
2018-01-01,mobile,Handlebars,5761
2018-01-01,mobile,Head JS,1651
2018-01-01,mobile,Highcharts,1719
2018-01-01,mobile,IfVisible.js,179
2018-01-01,mobile,InfoVis,9
2018-01-01,mobile,Ink,19
2018-01-01,mobile,Isotope,14683
2018-01-01,mobile,Kendo UI,478
2018-01-01,mobile,Knockout,2224
2018-01-01,mobile,LABjs,956
2018-01-01,mobile,Leaflet,1159
2018-01-01,mobile,Lo-Dash,10828
2018-01-01,mobile,Mapbox,151
2018-01-01,mobile,Marionette,530
2018-01-01,mobile,Material Design Lite,422
2018-01-01,mobile,Matter.js,3
2018-01-01,mobile,MochiKit,1
2018-01-01,mobile,Modernizr,66375
2018-01-01,mobile,Moment Timezone,2206
2018-01-01,mobile,Moment.js,15324
2018-01-01,mobile,MooTools,6974
2018-01-01,mobile,Mustache,4118
2018-01-01,mobile,Paper.js,35
2018-01-01,mobile,Pixi.js,89
2018-01-01,mobile,Polymer,153
2018-01-01,mobile,Popcorn.js,30
2018-01-01,mobile,Prototype,7511
2018-01-01,mobile,Pusher,706
2018-01-01,mobile,Qooxdoo,12
2018-01-01,mobile,React,1988
2018-01-01,mobile,RequireJS,7536
2018-01-01,mobile,Rico,5
2018-01-01,mobile,RightJS,6
2018-01-01,mobile,Riot,108
2018-01-01,mobile,SPF,10
2018-01-01,mobile,SWFObject,13634
2018-01-01,mobile,Sammy,3
2018-01-01,mobile,Scriptaculous,1208
2018-01-01,mobile,ScrollMagic,1447
2018-01-01,mobile,Sea.js,423
2018-01-01,mobile,Socket.IO,1645
2018-01-01,mobile,Spine,33
2018-01-01,mobile,SproutCore,81
2018-01-01,mobile,Spry,19
2018-01-01,mobile,Swiffy,116
2018-01-01,mobile,Tween.js,242
2018-01-01,mobile,Two,2
2018-01-01,mobile,Underscore,18822
2018-01-01,mobile,Vaadin,7
2018-01-01,mobile,Velocity.js,1354
2018-01-01,mobile,Visibility.js,169
2018-01-01,mobile,Vue,1594
2018-01-01,mobile,WebFont Loader,10569
2018-01-01,mobile,YUI 2,6381
2018-01-01,mobile,YUI 3,1963
2018-01-01,mobile,Zepto.js,3527
2018-01-01,mobile,Zurb,7623
2018-01-01,mobile,base2,100
2018-01-01,mobile,boomerang.js,972
2018-01-01,mobile,gRapha&euml;l,5
2018-01-01,mobile,jQuery,362265
2018-01-01,mobile,jQuery Mobile,14456
2018-01-01,mobile,jQuery Tools,9308
2018-01-01,mobile,jQuery UI,90956
2018-01-01,mobile,three.js,312
2018-01-01,mobile,yepnope,45306
2018-01-15,desktop,,1
2018-01-15,desktop,AmplifyJS,242
2018-01-15,desktop,Angular,587
2018-01-15,desktop,AngularJS,9691
2018-01-15,desktop,Backbone,8105
2018-01-15,desktop,Blackbird,253
2018-01-15,desktop,Bootstrap,69618
2018-01-15,desktop,Brewser,2
2018-01-15,desktop,CamanJS,26
2018-01-15,desktop,Can,86
2018-01-15,desktop,Closure Library,208
2018-01-15,desktop,ControlJS,15
2018-01-15,desktop,CreateJS,1882
2018-01-15,desktop,D3,1280
2018-01-15,desktop,DC.js,3
2018-01-15,desktop,Dojo,1435
2018-01-15,desktop,Ember.js,305
2018-01-15,desktop,Ext JS,415
2018-01-15,desktop,Fabric.js,132
2018-01-15,desktop,FastClick,6269
2018-01-15,desktop,FlexSlider,37276
2018-01-15,desktop,FlotCharts,837
2018-01-15,desktop,FuseJS,31
2018-01-15,desktop,GWT,561
2018-01-15,desktop,Glow,13
2018-01-15,desktop,Google Maps,16466
2018-01-15,desktop,Greensock JS,11368
2018-01-15,desktop,Hammer.js,6154
2018-01-15,desktop,Handlebars,6172
2018-01-15,desktop,Head JS,1828
2018-01-15,desktop,Highcharts,2055
2018-01-15,desktop,IfVisible.js,184
2018-01-15,desktop,InfoVis,12
2018-01-15,desktop,Ink,19
2018-01-15,desktop,Isotope,16227
2018-01-15,desktop,Kendo UI,518
2018-01-15,desktop,Knockout,2354
2018-01-15,desktop,LABjs,1152
2018-01-15,desktop,Leaflet,1376
2018-01-15,desktop,Lo-Dash,11310
2018-01-15,desktop,Mapbox,173
2018-01-15,desktop,Marionette,570
2018-01-15,desktop,Material Design Lite,403
2018-01-15,desktop,Matter.js,4
2018-01-15,desktop,MochiKit,1
2018-01-15,desktop,Modernizr,71568
2018-01-15,desktop,Moment Timezone,2444
2018-01-15,desktop,Moment.js,16605
2018-01-15,desktop,MooTools,7791
2018-01-15,desktop,Mustache,4501
2018-01-15,desktop,Paper.js,34
2018-01-15,desktop,Pixi.js,108
2018-01-15,desktop,Polymer,191
2018-01-15,desktop,Popcorn.js,37
2018-01-15,desktop,Prototype,8410
2018-01-15,desktop,Pusher,812
2018-01-15,desktop,Qooxdoo,14
2018-01-15,desktop,React,1953
2018-01-15,desktop,RequireJS,7862
2018-01-15,desktop,Rico,8
2018-01-15,desktop,RightJS,4
2018-01-15,desktop,Riot,128
2018-01-15,desktop,SPF,43
2018-01-15,desktop,SWFObject,17216
2018-01-15,desktop,Sammy,3
2018-01-15,desktop,Scriptaculous,1505
2018-01-15,desktop,ScrollMagic,1572
2018-01-15,desktop,Sea.js,461
2018-01-15,desktop,Socket.IO,1799
2018-01-15,desktop,Spine,33
2018-01-15,desktop,SproutCore,84
2018-01-15,desktop,Spry,19
2018-01-15,desktop,Swiffy,154
2018-01-15,desktop,Tween.js,269
2018-01-15,desktop,Two,2
2018-01-15,desktop,Underscore,20260
2018-01-15,desktop,Vaadin,7
2018-01-15,desktop,Velocity.js,1496
2018-01-15,desktop,Visibility.js,177
2018-01-15,desktop,Vue,1576
2018-01-15,desktop,WebFont Loader,11984
2018-01-15,desktop,YUI 2,7954
2018-01-15,desktop,YUI 3,2407
2018-01-15,desktop,Zepto.js,1386
2018-01-15,desktop,Zurb,7866
2018-01-15,desktop,base2,158
2018-01-15,desktop,boomerang.js,1117
2018-01-15,desktop,gRapha&euml;l,5
2018-01-15,desktop,jQuery,383239
2018-01-15,desktop,jQuery Mobile,10069
2018-01-15,desktop,jQuery Tools,11135
2018-01-15,desktop,jQuery UI,100855
2018-01-15,desktop,three.js,362
2018-01-15,desktop,yepnope,49174
2018-01-15,mobile,,1
2018-01-15,mobile,AmplifyJS,276
2018-01-15,mobile,Angular,644
2018-01-15,mobile,AngularJS,10105
2018-01-15,mobile,Backbone,7981
2018-01-15,mobile,Blackbird,264
2018-01-15,mobile,Bootstrap,69909
2018-01-15,mobile,Brewser,2
2018-01-15,mobile,CamanJS,24
2018-01-15,mobile,Can,123
2018-01-15,mobile,Closure Library,189
2018-01-15,mobile,ControlJS,13
2018-01-15,mobile,CreateJS,1842
2018-01-15,mobile,D3,1262
2018-01-15,mobile,DC.js,2
2018-01-15,mobile,Dojo,1359
2018-01-15,mobile,Ember.js,289
2018-01-15,mobile,Ext JS,405
2018-01-15,mobile,Fabric.js,137
2018-01-15,mobile,FastClick,9826
2018-01-15,mobile,FlexSlider,36977
2018-01-15,mobile,FlotCharts,787
2018-01-15,mobile,FuseJS,30
2018-01-15,mobile,GWT,569
2018-01-15,mobile,Glow,13
2018-01-15,mobile,Google Maps,16393
2018-01-15,mobile,Greensock JS,10896
2018-01-15,mobile,Hammer.js,7349
2018-01-15,mobile,Handlebars,6012
2018-01-15,mobile,Head JS,1768
2018-01-15,mobile,Highcharts,1824
2018-01-15,mobile,IfVisible.js,186
2018-01-15,mobile,InfoVis,10
2018-01-15,mobile,Ink,19
2018-01-15,mobile,Isotope,15938
2018-01-15,mobile,Kendo UI,518
2018-01-15,mobile,Knockout,2260
2018-01-15,mobile,LABjs,1007
2018-01-15,mobile,Leaflet,1222
2018-01-15,mobile,Lo-Dash,11399
2018-01-15,mobile,Mapbox,158
2018-01-15,mobile,Marionette,550
2018-01-15,mobile,Material Design Lite,477
2018-01-15,mobile,Matter.js,3
2018-01-15,mobile,MochiKit,1
2018-01-15,mobile,Modernizr,71110
2018-01-15,mobile,Moment Timezone,2379
2018-01-15,mobile,Moment.js,16271
2018-01-15,mobile,MooTools,7367
2018-01-15,mobile,Mustache,4332
2018-01-15,mobile,Paper.js,37
2018-01-15,mobile,Pixi.js,92
2018-01-15,mobile,Polymer,163
2018-01-15,mobile,Popcorn.js,36
2018-01-15,mobile,Prototype,7986
2018-01-15,mobile,Pusher,744
2018-01-15,mobile,Qooxdoo,12
